student_number,course,birthdate,nationality,civil_status,gender,municipality,payment_status,balance,has_scholarship,number_of_units_enrolled,academic_probation_status,last_term_GWA,will_graduate
23-9666,Human Resource Management (BSBA‑HRM),2001-03-12,Filipino,Single,Female,Imus,Paid,0,False,15,,4.0,Yes
23-9592,Human Resource Management (BSBA‑HRM),2002-07-19,Filipino,Single,Female,Pasay,Paid,0,True,24,,3.0,Yes
23-7687,Business Intelligence & Analytics (BSBA‑BIA),2005-07-20,Vietnamese,Single,Male,Rodriguez,Paid,0,False,18,,3.0,Yes
23-8822,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-09-17,Filipino,Single,Male,Parañaque,Paid,0,False,21,monitoring,3.0,No
23-1800,Human Resource Management (BSBA‑HRM),2004-10-27,Filipino,Single,Male,Cainta,Paid,0,True,18,,4.0,Yes
23-2089,Business Solutions & Applications (BSBA‑BSAA),2000-11-22,Filipino,Single,Male,Cainta,With Balance,35965,False,21,,3.0,Yes
23-1553,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-04-10,Filipino,Single,Female,Muntinlupa,Paid,0,False,24,restrictions,3.0,No
23-8123,Information Systems (BS‑IS),2006-05-06,Filipino,Single,Male,Las Piñas,Paid,0,False,18,advising,4.0,No
23-4803,Business Intelligence & Analytics (BSBA‑BIA),2007-07-14,Filipino,Single,Female,San Mateo,Paid,0,False,15,,2.0,No
23-7591,Human Resource Management (BSBA‑HRM),2000-02-16,Filipino,Single,Male,Navotas,Paid,0,False,24,,1.0,No
23-3505,Cybersecurity (BSCSEC),2004-01-10,Filipino,Single,Female,Marikina,Paid,0,False,18,,3.0,Yes
23-8899,Information Systems (BS‑IS),2005-07-04,Filipino,Single,Female,Caloocan,Paid,0,False,21,monitoring,4.0,No
23-3938,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2002-12-11,Filipino,Single,Male,Rodriguez,Paid,0,False,18,,4.0,Yes
23-4012,Cybersecurity (BSCSEC),2004-05-28,Filipino,Single,Male,Marikina,Paid,0,False,24,,3.0,Yes
23-6164,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2000-12-27,Filipino,Single,Male,Malabon,With Balance,32546,False,21,restrictions,4.0,No
23-3727,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2005-02-09,Filipino,Single,Female,Quezon City,Paid,0,False,21,,3.5,Yes
23-9922,Cybersecurity (BSCSEC),2001-06-27,Filipino,Single,Female,Imus,Paid,0,False,15,,4.0,Yes
23-9059,Cybersecurity (BSCSEC),2000-01-10,Filipino,Single,Male,Las Piñas,Paid,0,False,21,,1.0,No
23-5073,Information Systems (BS‑IS),2002-03-03,Filipino,Single,Male,Rodriguez,With Balance,35138,False,15,,3.5,Yes
23-9912,Human Resource Management (BSBA‑HRM),2004-11-23,Filipino,Single,Male,Pasig,Paid,0,False,21,monitoring,3.5,No
23-8165,Cybersecurity (BSCSEC),2003-04-24,Filipino,Single,Male,Caloocan,Paid,0,True,18,,3.5,Yes
23-5319,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2000-07-16,Filipino,Single,Female,Quezon City,Paid,0,False,15,,3.0,Yes
23-9861,Cybersecurity (BSCSEC),2004-04-03,Filipino,Single,Male,Pasay,Paid,0,False,21,,3.0,Yes
23-6618,Business Intelligence & Analytics (BSBA‑BIA),2006-04-06,Filipino,Single,Female,Quezon City,Paid,0,False,18,monitoring,4.0,No
23-8706,Information Systems (BS‑IS),2007-08-09,Filipino,Single,Female,Quezon City,Paid,0,False,18,,2.0,No
23-2309,Human Resource Management (BSBA‑HRM),2001-05-13,Filipino,Single,Female,San Juan,Paid,0,False,24,,1.0,No
23-3167,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2002-04-11,Filipino,Single,Male,Parañaque,Paid,0,False,24,restrictions,3.5,No
23-3125,Human Resource Management (BSBA‑HRM),2007-01-07,Filipino,Single,Male,Muntinlupa,Paid,0,False,18,monitoring,4.0,No
23-1137,Human Resource Management (BSBA‑HRM),2002-12-17,Filipino,Single,Female,Marikina,Paid,0,False,15,advising,3.0,No
23-2937,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2000-12-08,Filipino,Single,Male,Manila,Paid,0,False,18,,3.5,Yes
23-7078,Human Resource Management (BSBA‑HRM),2005-04-28,Filipino,Single,Male,Pasay,Paid,0,True,24,monitoring,3.5,No
23-9077,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2005-05-26,Filipino,Single,Male,Quezon City,With Balance,29823,False,21,,2.0,No
23-4688,Human Resource Management (BSBA‑HRM),2001-09-01,Filipino,Single,Female,Parañaque,Paid,0,False,21,,2.0,No
23-6409,Human Resource Management (BSBA‑HRM),2006-03-28,Filipino,Single,Female,Pasig,Paid,0,False,15,,3.5,Yes
23-1197,Business Solutions & Applications (BSBA‑BSAA),2006-02-26,Filipino,Single,Female,Manila,Paid,0,False,18,,2.0,No
23-7653,Business Intelligence & Analytics (BSBA‑BIA),2003-06-26,American,Single,Female,Manila,Paid,0,True,18,,4.0,Yes
23-4774,Information Systems (BS‑IS),2001-07-16,Filipino,Single,Male,Parañaque,Paid,0,False,21,monitoring,3.5,No
23-4427,Business Solutions & Applications (BSBA‑BSAA),2005-05-15,Filipino,Single,Female,Marikina,Paid,0,False,15,,3.5,Yes
23-8660,Human Resource Management (BSBA‑HRM),2005-12-15,Filipino,Single,Male,Bacoor,Paid,0,False,24,,3.0,Yes
23-5920,Cybersecurity (BSCSEC),2006-10-07,Filipino,Single,Male,San Mateo,With Balance,33379,False,24,,3.0,Yes
23-8536,Human Resource Management (BSBA‑HRM),2000-06-22,Filipino,Single,Male,Malabon,With Balance,12906,False,21,,4.0,Yes
23-2642,Human Resource Management (BSBA‑HRM),2002-01-20,Filipino,Single,Male,Caloocan,Paid,0,False,24,,3.0,Yes
23-4446,Human Resource Management (BSBA‑HRM),2006-05-09,Filipino,Single,Male,Muntinlupa,Paid,0,False,24,,2.0,No
23-8539,Human Resource Management (BSBA‑HRM),2002-05-06,Filipino,Single,Male,San Juan,With Balance,31355,False,18,advising,3.0,No
23-1355,Human Resource Management (BSBA‑HRM),2004-12-01,Filipino,Single,Male,Mandaluyong,Paid,0,False,18,,3.5,Yes
23-2156,Information Systems (BS‑IS),2002-10-01,Filipino,Single,Female,Makati,Paid,0,False,21,monitoring,4.0,No
23-8250,Business Solutions & Applications (BSBA‑BSAA),2001-04-18,Chinese,Single,Male,Pasay,With Balance,16994,False,18,,3.0,Yes
23-3466,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2007-08-15,Filipino,Single,Male,Valenzuela,Paid,0,False,15,,3.5,Yes
23-5894,Cybersecurity (BSCSEC),2000-08-01,Filipino,Single,Male,Pasay,Paid,0,False,21,,3.0,Yes
23-5984,Business Intelligence & Analytics (BSBA‑BIA),2004-02-24,Filipino,Single,Female,Quezon City,Paid,0,False,15,,2.0,No
23-8753,Cybersecurity (BSCSEC),2005-09-06,Filipino,Single,Female,Rodriguez,With Balance,24080,False,18,advising,4.0,No
23-7632,Business Intelligence & Analytics (BSBA‑BIA),2005-11-28,Filipino,Single,Female,Valenzuela,Paid,0,False,24,,3.0,Yes
23-4422,Business Intelligence & Analytics (BSBA‑BIA),2003-10-23,Filipino,Single,Female,Cainta,Paid,0,False,24,restrictions,3.0,No
23-6160,Cybersecurity (BSCSEC),2000-05-20,Filipino,Single,Male,Valenzuela,Paid,0,False,18,restrictions,4.0,No
23-5214,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-03-04,Filipino,Single,Male,Imus,Paid,0,False,21,,3.5,Yes
23-5120,Business Intelligence & Analytics (BSBA‑BIA),2001-03-22,Filipino,Single,Male,Pasig,With Balance,27401,False,21,,3.5,Yes
23-3647,Business Solutions & Applications (BSBA‑BSAA),2007-12-17,Filipino,Single,Male,Pasig,Paid,0,False,24,restrictions,3.0,No
23-5753,Business Intelligence & Analytics (BSBA‑BIA),2000-07-23,Filipino,Single,Female,Rodriguez,Paid,0,False,24,,3.0,Yes
23-9789,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-07-01,Filipino,Single,Female,Imus,Paid,0,False,24,,3.0,Yes
23-4955,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2007-03-07,Filipino,Single,Male,Rodriguez,Paid,0,False,24,,4.0,Yes
23-6286,Human Resource Management (BSBA‑HRM),2005-12-15,Filipino,Single,Female,Muntinlupa,With Balance,23061,False,21,,3.0,Yes
23-9086,Human Resource Management (BSBA‑HRM),2002-05-16,Filipino,Single,Male,Pasay,Paid,0,False,24,,2.0,No
23-5770,Information Systems (BS‑IS),2005-02-14,Filipino,Single,Male,Pasig,Paid,0,False,21,,3.0,Yes
23-8738,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2000-03-26,Filipino,Single,Female,San Mateo,Paid,0,False,18,,2.0,No
23-1686,Cybersecurity (BSCSEC),2007-01-08,Filipino,Single,Female,Marikina,Paid,0,False,24,advising,3.0,No
23-6452,Cybersecurity (BSCSEC),2003-01-20,Filipino,Single,Male,Caloocan,Paid,0,False,24,,2.0,No
23-8792,Human Resource Management (BSBA‑HRM),2007-03-27,Filipino,Married,Female,Taguig,Paid,0,False,21,,3.5,Yes
23-1692,Human Resource Management (BSBA‑HRM),2005-07-25,Filipino,Single,Male,Rodriguez,Paid,0,False,18,,3.0,Yes
23-6517,Human Resource Management (BSBA‑HRM),2000-03-22,Vietnamese,Single,Female,Marikina,With Balance,38069,False,15,,1.0,No
23-6796,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2002-06-17,Filipino,Single,Male,Navotas,Paid,0,False,15,,3.0,Yes
23-8209,Information Systems (BS‑IS),2007-05-18,Filipino,Single,Female,Taguig,Paid,0,False,24,,1.0,No
23-9563,Cybersecurity (BSCSEC),2003-01-17,Filipino,Single,Female,Bacoor,Paid,0,False,21,monitoring,4.0,No
23-4600,Business Intelligence & Analytics (BSBA‑BIA),2006-01-24,Filipino,Single,Female,Cainta,Paid,0,False,24,,3.5,Yes
23-9459,Business Solutions & Applications (BSBA‑BSAA),2007-04-23,Filipino,Single,Male,Imus,With Balance,12832,False,21,restrictions,2.0,No
23-2479,Human Resource Management (BSBA‑HRM),2002-05-25,Filipino,Single,Female,Muntinlupa,Paid,0,False,15,,2.0,No
23-4859,Business Intelligence & Analytics (BSBA‑BIA),2002-04-21,Filipino,Single,Male,Pasig,Paid,0,False,15,monitoring,3.5,No
23-5468,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2007-01-22,Filipino,Single,Female,Navotas,With Balance,12313,False,24,,3.5,Yes
23-4318,Human Resource Management (BSBA‑HRM),2001-09-18,Filipino,Single,Female,Caloocan,Paid,0,False,15,,3.0,Yes
23-5956,Human Resource Management (BSBA‑HRM),2006-03-13,Filipino,Single,Female,San Mateo,Paid,0,False,15,,1.0,No
23-8847,Human Resource Management (BSBA‑HRM),2002-04-19,Filipino,Single,Male,Bacoor,Paid,0,False,21,,3.0,Yes
23-9959,Business Intelligence & Analytics (BSBA‑BIA),2006-11-26,Filipino,Single,Male,Manila,Paid,0,False,24,,3.0,Yes
23-1600,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2000-08-19,Filipino,Single,Male,Rodriguez,Paid,0,False,18,,2.0,No
23-9378,Information Systems (BS‑IS),2006-11-10,Filipino,Single,Male,San Juan,Paid,0,False,24,,3.0,Yes
23-7779,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2003-04-11,Filipino,Single,Female,Navotas,Paid,0,False,18,,3.0,Yes
23-4572,Business Intelligence & Analytics (BSBA‑BIA),2005-06-21,Filipino,Single,Female,Navotas,Paid,0,False,18,,3.0,Yes
23-4647,Human Resource Management (BSBA‑HRM),2004-05-02,Filipino,Married,Male,Taguig,Paid,0,False,21,,1.0,No
23-2677,Cybersecurity (BSCSEC),2003-11-26,Filipino,Single,Female,San Mateo,Paid,0,False,24,,3.0,Yes
23-2223,Cybersecurity (BSCSEC),2007-08-20,Filipino,Single,Male,San Juan,Paid,0,False,21,,3.0,Yes
23-5315,Human Resource Management (BSBA‑HRM),2007-10-26,Filipino,Single,Male,Valenzuela,Paid,0,False,21,,4.0,Yes
23-4570,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2005-08-07,Filipino,Single,Male,Taguig,With Balance,21994,False,24,,4.0,Yes
23-3413,Information Systems (BS‑IS),2003-02-17,Filipino,Single,Male,Quezon City,With Balance,20860,False,21,,3.0,Yes
23-3681,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2003-04-06,Filipino,Single,Female,Makati,Paid,0,False,21,,3.0,Yes
23-7374,Business Intelligence & Analytics (BSBA‑BIA),2007-04-10,Filipino,Single,Female,Marikina,With Balance,21317,False,21,,3.0,Yes
23-8979,Business Solutions & Applications (BSBA‑BSAA),2001-07-03,Filipino,Single,Male,Mandaluyong,Paid,0,True,15,,3.0,Yes
23-5696,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-04-26,Filipino,Single,Female,Pasay,Paid,0,False,21,,4.0,Yes
23-8976,Cybersecurity (BSCSEC),2004-01-24,American,Single,Male,San Mateo,Paid,0,False,18,,3.0,Yes
23-1469,Cybersecurity (BSCSEC),2006-11-12,Korean,Single,Female,Mandaluyong,With Balance,23618,False,24,,4.0,Yes
23-7185,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-07-03,Filipino,Married,Female,San Juan,With Balance,11050,False,18,,2.0,No
23-3189,Information Systems (BS‑IS),2003-05-20,Filipino,Single,Male,Navotas,Paid,0,False,24,,3.0,Yes
23-1264,Business Intelligence & Analytics (BSBA‑BIA),2007-10-03,Filipino,Single,Female,Pasay,Paid,0,False,18,,3.0,Yes
23-6741,Business Intelligence & Analytics (BSBA‑BIA),2004-07-12,Filipino,Single,Female,Quezon City,Paid,0,False,24,,3.5,Yes
23-6844,Cybersecurity (BSCSEC),2006-10-21,Filipino,Single,Male,Bacoor,Paid,0,False,24,,3.5,Yes
23-2518,Business Solutions & Applications (BSBA‑BSAA),2000-01-07,Filipino,Single,Female,Manila,With Balance,20961,False,21,restrictions,1.0,No
23-5441,Cybersecurity (BSCSEC),2004-09-13,Filipino,Single,Male,Rodriguez,Paid,0,True,24,,1.0,Yes
23-2083,Business Solutions & Applications (BSBA‑BSAA),2005-05-13,Filipino,Single,Female,Imus,Paid,0,False,18,advising,4.0,No
23-8503,Human Resource Management (BSBA‑HRM),2007-10-27,Filipino,Single,Male,Las Piñas,Paid,0,True,21,,3.5,Yes
23-8134,Human Resource Management (BSBA‑HRM),2003-01-23,Filipino,Single,Male,Quezon City,Paid,0,True,24,,4.0,Yes
23-4377,Human Resource Management (BSBA‑HRM),2005-02-03,Filipino,Single,Female,Mandaluyong,With Balance,10484,False,24,,4.0,Yes
23-8472,Business Intelligence & Analytics (BSBA‑BIA),2006-11-17,Filipino,Single,Female,Navotas,Paid,0,False,15,monitoring,2.0,No
23-4242,Business Solutions & Applications (BSBA‑BSAA),2001-06-09,Filipino,Single,Male,Pasay,Paid,0,True,18,,4.0,Yes
23-9228,Human Resource Management (BSBA‑HRM),2005-11-23,Filipino,Single,Male,Imus,With Balance,15511,False,21,,4.0,Yes
23-3513,Business Intelligence & Analytics (BSBA‑BIA),2006-08-02,Filipino,Single,Female,Rodriguez,Paid,0,False,24,,4.0,Yes
23-9508,Business Intelligence & Analytics (BSBA‑BIA),2002-03-09,Filipino,Married,Male,Rodriguez,Paid,0,False,15,,4.0,Yes
23-1451,Business Intelligence & Analytics (BSBA‑BIA),2000-02-04,Filipino,Single,Female,Caloocan,Paid,0,False,18,,3.5,Yes
23-9470,Human Resource Management (BSBA‑HRM),2001-04-06,Filipino,Single,Female,Valenzuela,Paid,0,False,18,,3.0,Yes
23-5889,Cybersecurity (BSCSEC),2004-10-15,Filipino,Single,Female,Rodriguez,Paid,0,False,21,,4.0,Yes
23-6842,Business Solutions & Applications (BSBA‑BSAA),2007-11-22,Filipino,Single,Male,Marikina,Paid,0,False,21,,3.5,Yes
23-4801,Human Resource Management (BSBA‑HRM),2001-06-23,Filipino,Single,Female,Parañaque,Paid,0,False,15,,3.0,Yes
23-7391,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2005-04-28,Filipino,Single,Female,Valenzuela,Paid,0,False,21,,3.5,Yes
23-7076,Business Intelligence & Analytics (BSBA‑BIA),2007-05-25,Filipino,Single,Male,Muntinlupa,Paid,0,False,24,restrictions,2.0,No
23-6555,Cybersecurity (BSCSEC),2002-05-07,Filipino,Single,Female,Malabon,Paid,0,False,15,,4.0,Yes
23-8498,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-04-24,Filipino,Single,Female,Marikina,Paid,0,False,24,,3.0,Yes
23-8031,Business Solutions & Applications (BSBA‑BSAA),2000-07-26,Filipino,Single,Male,Las Piñas,Paid,0,False,18,,3.0,Yes
23-9951,Cybersecurity (BSCSEC),2001-07-04,Filipino,Single,Male,Taguig,With Balance,31488,False,18,,4.0,Yes
23-5011,Business Intelligence & Analytics (BSBA‑BIA),2003-08-05,Filipino,Single,Male,Manila,Paid,0,False,24,,1.0,No
23-1312,Human Resource Management (BSBA‑HRM),2002-07-24,Filipino,Single,Male,Taguig,Paid,0,False,18,,3.5,Yes
23-8242,Human Resource Management (BSBA‑HRM),2005-11-09,Filipino,Single,Male,Pasay,Paid,0,False,24,,2.0,No
23-2783,Human Resource Management (BSBA‑HRM),2004-01-07,Filipino,Single,Male,Imus,Paid,0,False,24,,3.0,Yes
23-2448,Information Systems (BS‑IS),2007-11-01,Filipino,Single,Male,Caloocan,Paid,0,False,15,monitoring,4.0,No
23-6732,Cybersecurity (BSCSEC),2000-02-13,Filipino,Single,Female,Rodriguez,Paid,0,True,15,,4.0,Yes
23-5454,Business Solutions & Applications (BSBA‑BSAA),2006-08-22,Filipino,Single,Female,San Mateo,Paid,0,False,21,advising,1.0,No
23-8113,Human Resource Management (BSBA‑HRM),2003-01-03,American,Single,Male,Taguig,With Balance,28951,False,15,,4.0,Yes
23-6104,Information Systems (BS‑IS),2002-01-05,Filipino,Single,Female,Valenzuela,Paid,0,False,15,,4.0,Yes
23-1648,Business Solutions & Applications (BSBA‑BSAA),2002-02-28,Filipino,Single,Female,Las Piñas,With Balance,11963,False,18,,4.0,Yes
23-2005,Information Systems (BS‑IS),2001-08-27,Filipino,Single,Male,San Mateo,Paid,0,False,24,restrictions,2.0,No
23-9118,Business Intelligence & Analytics (BSBA‑BIA),2002-12-04,Filipino,Single,Male,Pasig,Paid,0,False,15,,2.0,No
23-2446,Business Solutions & Applications (BSBA‑BSAA),2001-03-27,Filipino,Single,Female,Muntinlupa,Paid,0,False,15,,3.0,Yes
23-8145,Human Resource Management (BSBA‑HRM),2005-08-13,Filipino,Single,Male,San Juan,With Balance,11229,False,24,,1.0,No
23-7208,Business Intelligence & Analytics (BSBA‑BIA),2004-03-08,Filipino,Single,Female,Quezon City,Paid,0,True,18,monitoring,4.0,No
23-1842,Human Resource Management (BSBA‑HRM),2006-11-06,Filipino,Single,Female,Parañaque,With Balance,15750,False,24,,2.0,No
23-1033,Business Intelligence & Analytics (BSBA‑BIA),2005-05-16,Filipino,Single,Female,Rodriguez,With Balance,19041,False,21,,3.0,Yes
23-9301,Human Resource Management (BSBA‑HRM),2003-01-01,Filipino,Single,Female,Valenzuela,With Balance,23169,False,18,,3.0,Yes
23-5853,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2002-08-21,Filipino,Single,Female,Pasay,Paid,0,False,24,,3.5,Yes
23-1130,Human Resource Management (BSBA‑HRM),2000-02-10,Filipino,Single,Female,Taguig,Paid,0,False,24,,1.0,No
23-7897,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-01-26,Filipino,Single,Male,Manila,Paid,0,True,24,,3.0,Yes
23-5455,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-08-05,Filipino,Single,Female,Mandaluyong,With Balance,13988,False,21,,3.0,Yes
23-3293,Business Solutions & Applications (BSBA‑BSAA),2002-03-06,Filipino,Single,Female,Malabon,Paid,0,False,18,,3.0,Yes
23-5868,Business Intelligence & Analytics (BSBA‑BIA),2004-02-02,Filipino,Single,Female,Cainta,Paid,0,False,15,,2.0,No
23-6685,Information Systems (BS‑IS),2005-04-11,Korean,Single,Male,Mandaluyong,Paid,0,False,18,,4.0,Yes
23-8154,Business Solutions & Applications (BSBA‑BSAA),2005-08-18,Vietnamese,Single,Female,Antipolo,Paid,0,False,15,,4.0,Yes
23-5916,Business Intelligence & Analytics (BSBA‑BIA),2004-12-11,Filipino,Single,Female,Pasig,Paid,0,False,15,,3.5,Yes
23-8692,Human Resource Management (BSBA‑HRM),2007-05-24,Filipino,Single,Male,Mandaluyong,Paid,0,True,18,advising,3.0,No
23-9154,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2000-11-08,Filipino,Single,Male,Imus,Paid,0,False,24,,2.0,No
23-4924,Cybersecurity (BSCSEC),2006-10-19,Filipino,Single,Female,Parañaque,With Balance,29410,False,21,,4.0,Yes
23-5558,Business Intelligence & Analytics (BSBA‑BIA),2000-07-20,Korean,Single,Male,Las Piñas,Paid,0,False,24,advising,3.0,No
23-7365,Business Solutions & Applications (BSBA‑BSAA),2007-04-08,Filipino,Single,Female,Quezon City,Paid,0,True,21,monitoring,4.0,No
23-4648,Human Resource Management (BSBA‑HRM),2001-05-19,Filipino,Single,Female,San Juan,Paid,0,False,18,,3.5,Yes
23-3633,Information Systems (BS‑IS),2006-05-09,Filipino,Single,Female,Mandaluyong,With Balance,10299,False,21,,4.0,Yes
23-3307,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2002-04-10,Filipino,Single,Female,Makati,Paid,0,False,15,,3.5,Yes
23-7526,Information Systems (BS‑IS),2005-09-11,Filipino,Single,Male,Pasay,Paid,0,False,24,monitoring,4.0,No
23-8408,Business Intelligence & Analytics (BSBA‑BIA),2003-04-22,Filipino,Single,Female,Parañaque,Paid,0,False,15,,3.0,Yes
23-3282,Human Resource Management (BSBA‑HRM),2003-01-09,Filipino,Single,Female,Pasay,With Balance,30225,False,15,,4.0,Yes
23-5841,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2002-03-01,Filipino,Single,Male,Taguig,Paid,0,False,18,,3.5,Yes
23-4439,Human Resource Management (BSBA‑HRM),2000-07-08,Vietnamese,Single,Male,Caloocan,Paid,0,False,18,,3.5,Yes
23-6870,Business Intelligence & Analytics (BSBA‑BIA),2002-01-14,Filipino,Single,Male,Rodriguez,Paid,0,False,21,,3.5,Yes
23-8982,Business Intelligence & Analytics (BSBA‑BIA),2000-01-02,Filipino,Single,Female,Valenzuela,Paid,0,True,18,,3.5,Yes
23-5600,Cybersecurity (BSCSEC),2001-09-24,Filipino,Single,Female,Manila,Paid,0,False,18,,3.5,Yes
23-6638,Cybersecurity (BSCSEC),2003-03-24,Filipino,Single,Female,Navotas,Paid,0,False,15,,3.5,Yes
23-8226,Cybersecurity (BSCSEC),2003-08-01,Filipino,Single,Female,Parañaque,Paid,0,False,15,,3.0,Yes
